osm_id|name|category|type|lon|lat|alt_name|int_name|street|housenumber|postcode|city|country|phone|fax|email|website|opening_hours|description|image|last_update|operator|wikipedia|wkt
N1773882034|Δροσάτο|POI|VILLAGE|19.7366439|39.7335094|||||49083|||||||||||||POINT(19.7366439 39.7335094)
N1773882035|Ζυγός|POI|VILLAGE|19.8039411|39.7262222|||||49083|||||||||||||POINT(19.8039411 39.7262222)
N1773882036|Κληματιά|POI|VILLAGE|19.784548|39.7415843|||||49081|||||||||||||POINT(19.784548 39.7415843)
N1773882037|Κυπριανάδες|POI|VILLAGE|19.7654641|39.7408429|||||49081|||||||||||||POINT(19.7654641 39.7408429)
N1773882038|Μακράδες|POI|VILLAGE|19.6886401|39.6896383||Makrades|||49083|||||||||||||POINT(19.6886401 39.6896383)
N1773882039|Μανατάδες|POI|HAMLET|19.7178819|39.7214004||Manatades|||49083|||||||||||||POINT(19.7178819 39.7214004)
N1773882040|Μεσαριά|POI|VILLAGE|19.7241566|39.7393494|||||49083|||||||||||||POINT(19.7241566 39.7393494)
N1773882041|Πουλάδες|POI|HAMLET|19.8094367|39.6639112|||||49083|||||||||||||POINT(19.8094367 39.6639112)
N1773882043|Σκριπερό|POI|VILLAGE|19.774194|39.7000535|||||49083|||||||||||||POINT(19.774194 39.7000535)
N1773882044|Τρουμπέττας|POI|HAMLET|19.7472704|39.7067996|||||49083|||||||||||||POINT(19.7472704 39.7067996)
N1773882045|Χωρεπίσκοποι|POI|VILLAGE|19.7417996|39.7221629|||||49083|||||||||||||POINT(19.7417996 39.7221629)
N1773889441|Αγία Παρασκευή|POI|HAMLET|19.7473994|39.7610366|||||49081|||||||||||||POINT(19.7473994 39.7610366)
N1773889442|Καβαλλούρι|POI|VILLAGE|19.7535882|39.7759457|||||49081|||||||||||||POINT(19.7535882 39.7759457)
N1773893762|Βελονάδες|POI|VILLAGE|19.7090999|39.7523913|||||49081|||||||||||||POINT(19.7090999 39.7523913)
N1773893763|Κοψοχειλάδες|POI|VILLAGE|19.7233007|39.7484965|||||49083|||||||||||||POINT(19.7233007 39.7484965)
N1773893764|Ψαθύλας|POI|HAMLET|19.717912|39.7459662|||||49083|||||||||||||POINT(19.717912 39.7459662)
N1773898913|Αρμενάδες|POI|VILLAGE|19.6900783|39.7445594|||||49081|||||||||||||POINT(19.6900783 39.7445594)
N1773898914|Καββαδάδες|POI|VILLAGE|19.6810729|39.7464234||Kavadades|||49081|||||||||||||POINT(19.6810729 39.7464234)
N1773898915|Κουναβάδες|POI|HAMLET|19.6969436|39.7586465|||||49081|||||||||||||POINT(19.6969436 39.7586465)
N1773904463|Αυλιώτες|POI|VILLAGE|19.6618451|39.7770234|||||49081|||||||||||||POINT(19.6618451 39.7770234)
N1773904464|Γουσάδες|POI|VILLAGE|19.7008423|39.7768228|||||49081|||||||||||||POINT(19.7008423 39.7768228)
N1773904465|Κουκνικάδες|POI|HAMLET|19.6766041|39.7729477|||||49081|||||||||||||POINT(19.6766041 39.7729477)
N1773904466|Περουλάδες|POI|VILLAGE|19.6720813|39.787168|||||49081|||||||||||||POINT(19.6720813 39.787168)
N1773904467|Πουλημάτες|POI|HAMLET|19.6884315|39.7606905|||||49081|||||||||||||POINT(19.6884315 39.7606905)
N1773904468|Τερμενάδες|POI|HAMLET|19.6904407|39.7360857||Termenades|||49081|||||||||||||POINT(19.6904407 39.7360857)
N1773927867|Δροσερή|POI|HAMLET|19.827427|39.7557489|||||49100|||||||||||||POINT(19.827427 39.7557489)
N1773935676|Κάρνιαρης|POI|HAMLET|19.8632542|39.8115049|||||49100|||||||||||||POINT(19.8632542 39.8115049)
N1773943758|Περούλι|POI|HAMLET|19.8633898|39.8009154|||||49100|||||||||||||POINT(19.8633898 39.8009154)
N1773943759|Φουρνί|POI|HAMLET|19.8258799|39.7696581|||||49100|||||||||||||POINT(19.8258799 39.7696581)
N1773949889|Βραχλερή|POI|VILLAGE|19.8364317|39.7826623|||||49100|||||||||||||POINT(19.8364317 39.7826623)
N1773949890|Λαζαράτικα|POI|HAMLET|19.8227109|39.7756765|||||49100|||||||||||||POINT(19.8227109 39.7756765)
N1773949891|Πριφτιάτικα|POI|HAMLET|19.8219351|39.7779202|||||49100|||||||||||||POINT(19.8219351 39.7779202)
N1773954155|Βαθύ|POI|HAMLET|19.8689636|39.7951625|||||49100|||||||||||||POINT(19.8689636 39.7951625)
N1773954156|Βουνί|POI|HAMLET|19.8609805|39.7924373|||||49100|||||||||||||POINT(19.8609805 39.7924373)
N1773954157|Ψαχνιά|POI|HAMLET|19.8470711|39.7847803|||||49100|||||||||||||POINT(19.8470711 39.7847803)
N1777279286|JOY'S|FOOD|RESTAURANT|19.8288498|39.6893652||||||||||||||||||POINT(19.8288498 39.6893652)
N1777282375|Villa Anna Castello|ACCOMMODATION|HOTEL|19.8333852|39.6903838||||||||||||||||||POINT(19.8333852 39.6903838)
N1782477091|75 steps רומנטי? לארוחת ערב|FOOD|RESTAURANT|19.9391846|39.4641411||||||||+30 26610750028||||||||||POINT(19.9391846 39.4641411)
N1798757495|Αρχαιολογικό Μουσείο Κέρκυρας|TOURIST|MUSEUM|19.9219124|39.6188108|||||||||||||||||el.wikipedia.org/wiki/Αρχαιολογικό Μουσείο Κέρκυρας|POINT(19.9219124 39.6188108)
N1798840991|Πρινύλας|POI|HAMLET|19.6967415|39.7048879||Prinilas|||49083|||||||||||||POINT(19.6967415 39.7048879)
N1798840996|Πάγοι|POI|HAMLET|19.7022945|39.7080693||Pagi|||49083|||||||||||||POINT(19.7022945 39.7080693)
N1827940513|Άγιος Γεώργιος|POI|VILLAGE|19.9486274|39.4286335|||||49080|||||||||||||POINT(19.9486274 39.4286335)
N1827940519|Αγρός|POI|VILLAGE|19.7246852|39.721106||Agros|||49083|||||||||||||POINT(19.7246852 39.721106)
N1827940523|Αρκαδάδες|POI|VILLAGE|19.7305468|39.7093965||Arkadades|||49083|||||||||||||POINT(19.7305468 39.7093965)
N1827940525|Βατωνιές|POI|VILLAGE|19.7164691|39.7030889||Vatonies|||49083|||||||||||||POINT(19.7164691 39.7030889)
N1827940532|Κέρκυρα|POI|CITY|19.9210427|39.624247||Kerkyra|||49100||||||||||||el.wikipedia.org/wiki/Κέρκυρα (πόλη)|POINT(19.9210427 39.624247)
N1827940535|Καστελλάνοι|POI|VILLAGE|19.7368726|39.7113072|||||49083|||||||||||||POINT(19.7368726 39.7113072)
N1827940544|Χλομός|POI|VILLAGE|19.9577759|39.4566835|||||49080|||||||||||||POINT(19.9577759 39.4566835)
N1839187337|Pane e Souvlaki|FOOD|FASTFOOD|19.9224468|39.6236904|||||||||||http://panesouvlaki.com/|||||||POINT(19.9224468 39.6236904)
N1842645238|3K's|SHOP|SUPERMARKET|19.926287|39.4791194||||||||||||||||||POINT(19.926287 39.4791194)
N1842855347|Εκδοτήριο Lefkimmi Lines|SHOP|DEPARTMENTSTORE|20.0960517|39.4141265||||||||+30 26620 23323|||http://www.lefkimmilines.gr|||||||POINT(20.0960517 39.4141265)
N1872478399|Villa Akis|ACCOMMODATION|HOTEL|19.6755133|39.7213211||||||||||||||||||POINT(19.6755133 39.7213211)
N1917127031|Mon Amour|FOOD|RESTAURANT|19.6782499|39.7450833||||||||||||||||||POINT(19.6782499 39.7450833)
N1917127032|Tria Adelphia|FOOD|RESTAURANT|19.6617251|39.7424486||||||||||||||||||POINT(19.6617251 39.7424486)
N1936480698|Bakery Arillas|SHOP|BAKERY|19.6585086|39.7441056||||||||||||08:00-15:00,18:00-21:00||||||POINT(19.6585086 39.7441056)
N1936487483|Bakery Kavvadades|SHOP|BAKERY|19.6801178|39.7463652||||||||||||||||||POINT(19.6801178 39.7463652)
N1943275973|Taverna Plori|FOOD|RESTAURANT|19.8528731|39.5005444||||||||||||||||||POINT(19.8528731 39.5005444)
N1943275976|Paramonas Villas|ACCOMMODATION|HOTEL|19.8552633|39.5035625||||||||||||||||||POINT(19.8552633 39.5035625)
N1943284677|Shell|TRANSPORT|FUEL|19.8746335|39.498646||||||||||||||||||POINT(19.8746335 39.498646)
N1966515637|Corfu Chandris|ACCOMMODATION|HOTEL|19.8387921|39.6799588||||||||||||||||||POINT(19.8387921 39.6799588)
N1966515640|Dassia Chandris|ACCOMMODATION|HOTEL|19.839683|39.6779094||||||||||||||||||POINT(19.839683 39.6779094)
N1968743846|Central Cafe|FOOD|CAFE|20.0622827|39.4224585||||||||||||||||||POINT(20.0622827 39.4224585)
N1968743850|Delsol Cafe Bar|FOOD|CAFE|20.0637454|39.4233883||||||||||||||||||POINT(20.0637454 39.4233883)
N1968743853|Έδεσμα|FOOD|RESTAURANT|20.078633|39.4213518||||||||||||||||||POINT(20.078633 39.4213518)
N1968743856|Μεθυστάνες (μεζεδοπωλείο - ψησταριά)|FOOD|RESTAURANT|20.0639087|39.4233742||||||||||||||||||POINT(20.0639087 39.4233742)
N1968743859|Νέον Καφέ|FOOD|CAFE|20.062665|39.423048||||||||||||||||||POINT(20.062665 39.423048)
N1968743862|Venus|FOOD|RESTAURANT|20.0641147|39.424202||||||||+302662022210||||||||||POINT(20.0641147 39.424202)
N1980640525|Andreas|FOOD|RESTAURANT|19.8414582|39.6833471||||||||||||||||||POINT(19.8414582 39.6833471)
N1980640532|ELIN|TRANSPORT|FUEL|19.8392755|39.6753877||||||||||||||||||POINT(19.8392755 39.6753877)
N1980640535|Hermes|TRANSPORT|RENTALCAR|19.839361|39.6764368||||||||||||||||||POINT(19.839361 39.6764368)
N1980640537|La Casa|FOOD|RESTAURANT|19.8391013|39.674616||||||||||||||||||POINT(19.8391013 39.674616)
N1980640538|La Plaz|FOOD|RESTAURANT|19.8413117|39.6830013||||||||||||||||||POINT(19.8413117 39.6830013)
N1980640544|Malibu|FOOD|RESTAURANT|19.8407159|39.6812046||||||||||||||||||POINT(19.8407159 39.6812046)
N1980640567|Scheria|ACCOMMODATION|HOTEL|19.8418397|39.6851635||||||||||||||||||POINT(19.8418397 39.6851635)
N1980644094|EKO|TRANSPORT|FUEL|19.838491|39.6870664||||||||||||||||||POINT(19.838491 39.6870664)
N1980644095|Extra|SHOP|SUPERMARKET|19.8374598|39.6808738||||||||||||||||||POINT(19.8374598 39.6808738)
N1980644096|Kirki|FOOD|RESTAURANT|19.838372|39.6789831||||||||||||||||||POINT(19.838372 39.6789831)
N1980644097|La Bonita|FOOD|RESTAURANT|19.8379733|39.6852411||||||||||||||||||POINT(19.8379733 39.6852411)
N1980644098|La Veranda|FOOD|RESTAURANT|19.8373134|39.6810788||||||||||||||||||POINT(19.8373134 39.6810788)
N1980644110|Oscar|ACCOMMODATION|HOTEL|19.8384252|39.6787781||||||||||||||||||POINT(19.8384252 39.6787781)
N1980644113|Primavera|ACCOMMODATION|HOTEL|19.8399738|39.6729362||||||||(+30) 26610 97019|||http://www.primaverahotel.gr/|||||||POINT(19.8399738 39.6729362)
N1980644181|Victoria Hotel|ACCOMMODATION|HOTEL|19.8362748|39.6849779||||||||||||||||||POINT(19.8362748 39.6849779)
N1983913575|Milto`s|FOOD|RESTAURANT|19.8434519|39.7060824||||||||||||||||||POINT(19.8434519 39.7060824)
N1983913576|Asteria|FOOD|RESTAURANT|19.8378|39.6948315||||||||||||||||||POINT(19.8378 39.6948315)
N1983913577|Da Marco|FOOD|RESTAURANT|19.8378156|39.6959934||||||||||||||||||POINT(19.8378156 39.6959934)
N1983913578|Ipsos Beach|ACCOMMODATION|CAMPING|19.8374314|39.6959285||||||||||||||||||POINT(19.8374314 39.6959285)
N1983913579|Ipsos|TRANSPORT|BUSSTOP|19.8385288|39.6981761||||||||||||||||||POINT(19.8385288 39.6981761)
N1983913580|Mega|ACCOMMODATION|HOTEL|19.8390445|39.6995065||||||||||||||||||POINT(19.8390445 39.6995065)
N1983913581|Mouratoros|FOOD|CAFE|19.8429362|39.6874175||||||||||||||||||POINT(19.8429362 39.6874175)
N1983913582|Peking|FOOD|RESTAURANT|19.8399221|39.7010132||||||||||||||||||POINT(19.8399221 39.7010132)
N1983913627|Naoyza|FOOD|RESTAURANT|19.838865|39.6992446||||||||||||||||||POINT(19.838865 39.6992446)
N1983913629|Sally's|FOOD|RESTAURANT|19.8378781|39.6964403||||||||||||||||||POINT(19.8378781 39.6964403)
N1983913636|Saveway|SHOP|CONVENIENCE|19.8386776|39.6989178||||||||||||||||||POINT(19.8386776 39.6989178)
N1983913638|Stathis|FOOD|RESTAURANT|19.8412698|39.70326||||||||||||||||||POINT(19.8412698 39.70326)
N1983913639|Sunrise|ACCOMMODATION|CHALET|19.8400845|39.7012487||||||||||||||||||POINT(19.8400845 39.7012487)
N1983921478|Bistro Vinieri|FOOD|RESTAURANT|19.8356826|39.6856316||||||||||||||||||POINT(19.8356826 39.6856316)
N1983921479|L'Incontro|FOOD|CAFE|19.8167138|39.6900923||||||||||||||||||POINT(19.8167138 39.6900923)
N1983921507|Taverna Limeri|FOOD|RESTAURANT|19.8301267|39.6889047||||||||||||||||||POINT(19.8301267 39.6889047)
N1983921508|Taverna Panorama|FOOD|RESTAURANT|19.8335414|39.6896978||||||||||||||||||POINT(19.8335414 39.6896978)
N1987958769|Corfu Chandris|TRANSPORT|BUSSTOP|19.8382708|39.6799116||||||||||||||||||POINT(19.8382708 39.6799116)
N1987958774|Corfu Chandris|TRANSPORT|BUSSTOP|19.83844|39.6800234||||||||||||||||||POINT(19.83844 39.6800234)
N1987958776|Dafnila|TRANSPORT|BUSSTOP|19.8434838|39.666707||||||||||||||||||POINT(19.8434838 39.666707)
N1987958780|Dafnila|TRANSPORT|BUSSTOP|19.8433527|39.6667523||||||||||||||||||POINT(19.8433527 39.6667523)
N1987958786|Dassia Terma|TRANSPORT|BUSSTOP|19.8377393|39.6848272||||||||||||||||||POINT(19.8377393 39.6848272)
N1987958795|Dassia Terma|TRANSPORT|BUSSTOP|19.8375713|39.6850597||||||||||||||||||POINT(19.8375713 39.6850597)
N1987958796|Komeno|TRANSPORT|BUSSTOP|19.8433843|39.6625534||||||||||||||||||POINT(19.8433843 39.6625534)
N1987958797|Magna Grecian|TRANSPORT|BUSSTOP|19.8395633|39.6757763||||||||||||||||||POINT(19.8395633 39.6757763)
N1987958800|Magna Grecian|TRANSPORT|BUSSTOP|19.8394357|39.6758737||||||||||||||||||POINT(19.8394357 39.6758737)
N1987958803|Malibou|TRANSPORT|BUSSTOP|19.8376907|39.6822461||||||||||||||||||POINT(19.8376907 39.6822461)
N1987958806|Malibou|TRANSPORT|BUSSTOP|19.8375064|39.6821957||||||||||||||||||POINT(19.8375064 39.6821957)
N1987958809|Merli|TRANSPORT|BUSSTOP|19.8422534|39.6685944||||||||||||||||||POINT(19.8422534 39.6685944)
N1987958812|Merli|TRANSPORT|BUSSTOP|19.8422851|39.6688249||||||||||||||||||POINT(19.8422851 39.6688249)
N1987958815|Primavera|TRANSPORT|BUSSTOP|19.8395587|39.6723058||||||||||||||||||POINT(19.8395587 39.6723058)
N1987958823|Primavera|TRANSPORT|BUSSTOP|19.8397566|39.672514||||||||||||||||||POINT(19.8397566 39.672514)
N1987958824|guapo cocktail bar|FOOD|BAR|19.8449497|39.6628424||||||||||||||||||POINT(19.8449497 39.6628424)
N1987958825|Tsavros|TRANSPORT|BUSSTOP|19.839576|39.6600761||||||||||||||||||POINT(19.839576 39.6600761)
N1987958828|Tsavros|TRANSPORT|BUSSTOP|19.8395901|39.6602494||||||||||||||||||POINT(19.8395901 39.6602494)
N1987964547|Agia...|TRANSPORT|BUSSTOP|19.8716756|39.6367467||||||||||||||||||POINT(19.8716756 39.6367467)
N1987964548|Gefura|TRANSPORT|BUSSTOP|19.8862|39.6294405||||||||||||||||||POINT(19.8862 39.6294405)
N1987964549|Gefura|TRANSPORT|BUSSTOP|19.8863234|39.6296387||||||||||||||||||POINT(19.8863234 39.6296387)
N1987964550|Στάση Γκίκα|TRANSPORT|BUSSTOP|19.9144663|39.6215587||||||||||||||||||POINT(19.9144663 39.6215587)
N1987964551|Goubino Park Hotel|ACCOMMODATION|HOTEL|19.8384046|39.6576537||||||||||||||||||POINT(19.8384046 39.6576537)
N1987964552|Gouvia|TRANSPORT|BUSSTOP|19.8426412|39.6515464||||||||||||||||||POINT(19.8426412 39.6515464)
N1987964553|Gouvia|TRANSPORT|BUSSTOP|19.8427987|39.6517415||||||||||||||||||POINT(19.8427987 39.6517415)
N1987964554|Kerkira Golf|TRANSPORT|BUSSTOP|19.882835|39.6319587||||||||||||||||||POINT(19.882835 39.6319587)
N1987964555|Kontokali|TRANSPORT|BUSSTOP|19.8507524|39.6445366||||||||||||||||||POINT(19.8507524 39.6445366)
N1987964556|Kontokali|TRANSPORT|BUSSTOP|19.8508671|39.6447193||||||||||||||||||POINT(19.8508671 39.6447193)
N1987964557|Korkira|TRANSPORT|BUSSTOP|19.8405859|39.6550813||||||||||||||||||POINT(19.8405859 39.6550813)
N1987964558|Korkira|TRANSPORT|BUSSTOP|19.8401536|39.6552789||||||||||||||||||POINT(19.8401536 39.6552789)
N1987964559|Magasaki|TRANSPORT|BUSSTOP|19.877073|39.6344685||||||||||||||||||POINT(19.877073 39.6344685)
N1987964560|Magasaki|TRANSPORT|BUSSTOP|19.877154|39.6346505||||||||||||||||||POINT(19.877154 39.6346505)
N1987964561|Pipilas|TRANSPORT|BUSSTOP|19.8542471|39.6443928||||||||||||||||||POINT(19.8542471 39.6443928)
N1987964562|Pipilas|TRANSPORT|BUSSTOP|19.8534898|39.6444953||||||||||||||||||POINT(19.8534898 39.6444953)
N1987964563|Πολυκλινική|TRANSPORT|BUSSTOP|19.9072513|39.6214897||||||||||||||||||POINT(19.9072513 39.6214897)
N1987964578|Spiti Prifti|TRANSPORT|BUSSTOP|19.8464508|39.6481366||||||||||||||||||POINT(19.8464508 39.6481366)
N1987964579|Spiti Prifti|TRANSPORT|BUSSTOP|19.8461523|39.6481242||||||||||||||||||POINT(19.8461523 39.6481242)
N1987964580|Sunset|TRANSPORT|BUSSTOP|19.8797852|39.6332929||||||||||||||||||POINT(19.8797852 39.6332929)
N1987964581|Sunset|TRANSPORT|BUSSTOP|19.8800002|39.6334844||||||||||||||||||POINT(19.8800002 39.6334844)
N1987964582|Tsoris|TRANSPORT|BUSSTOP|19.8881862|39.6276077||||||||||||||||||POINT(19.8881862 39.6276077)
N1987964583|Tsoris|TRANSPORT|BUSSTOP|19.8883989|39.6276182||||||||||||||||||POINT(19.8883989 39.6276182)
N1989297754|Acharavi Park|FOOD|RESTAURANT|19.8141947|39.7911898||||||||||||||||||POINT(19.8141947 39.7911898)
N1989297757|Bella Vista|FOOD|RESTAURANT|19.699055|39.6790443||||||||||||||||||POINT(19.699055 39.6790443)
N1989297763|Taverna Colombos|FOOD|RESTAURANT|19.6902499|39.6869534||||||||||||||||||POINT(19.6902499 39.6869534)
N1989304848|Παλαιό Φρούριο|FOOD|CAFE|19.9284857|39.6231211||||||||||||||||||POINT(19.9284857 39.6231211)
N1993275338|Cafe Emilys|FOOD|CAFE|19.7933167|39.7180636||||||||||||||||||POINT(19.7933167 39.7180636)
N1993275339|Pantokrator|FOOD|CAFE|19.8723928|39.7479727||||||||||||||||||POINT(19.8723928 39.7479727)
N1993275352|Monastery of Ipsilos Pantocrator|POW|CHRISTIAN|19.8723015|39.7483634||||||||||||||||||POINT(19.8723015 39.7483634)
N1993281190|Church of Analipsi|POW|CHRISTIAN|19.8225319|39.7023843||||||||||||||||||POINT(19.8225319 39.7023843)
N1993281191|Jason|ACCOMMODATION|HOTEL|19.8340225|39.6989136||||||||||||||||||POINT(19.8340225 39.6989136)
N1993281237|San Remo|ACCOMMODATION|HOTEL|19.8326716|39.6941063||||||||||||||||||POINT(19.8326716 39.6941063)
N1993281238|Zaharias|SHOP|SUPERMARKET|19.8242625|39.6958613||||||||||||||||||POINT(19.8242625 39.6958613)
N1993289441|Agios Nikola|POW|CHRISTIAN|19.8487933|39.566331||||||||||||||||||POINT(19.8487933 39.566331)
N1993289442|History & Folklore Museum of Messi|TOURIST|MUSEUM|19.8491143|39.5656929|Folkloric Museum|||||||||||||||||POINT(19.8491143 39.5656929)
N1993289443|Manelouzou|FOOD|RESTAURANT|19.8692167|39.5425921||||||||||||||||||POINT(19.8692167 39.5425921)
N1995759594|Σκάλομα|FOOD|CAFE|20.0951066|39.418243||||||||||||||||||POINT(20.0951066 39.418243)
N2009608935|Δημοτικό Ωδείο Λευκίμμης|EDUCATION|SCHOOL|20.0830281|39.4214436||||||||||||||||||POINT(20.0830281 39.4214436)
N2010893238|Άγιος Πέτρος|POI|HAMLET|20.0989193|39.4004486||||||||||||||||||POINT(20.0989193 39.4004486)
N2012681685|Quattro|FOOD|CAFE|20.0638943|39.4240563||||||||||||||||||POINT(20.0638943 39.4240563)
N2013525207|ΕΛΤΑ|AMENITY|POSTOFFICE|20.063084|39.422194||||||||+302662022355|+302662025025||http://www.elta.gr|||||||POINT(20.063084 39.422194)
N2013525750|Πειραιώς|MONEY|BANK|20.0728567|39.4233075|||||||||||http://www.atebank.gr|||||Πειραιώς||POINT(20.0728567 39.4233075)
N2013930014|Cafe 7 Bistro|FOOD|CAFE|20.0719398|39.4230726||||||||||||||||||POINT(20.0719398 39.4230726)
N2013930025|Standard|SHOP|COPYSHOP|20.0661243|39.4240806||||||||||||||||||POINT(20.0661243 39.4240806)
N2013930822|Φαρμακείο Κάντας Δημήτριος|HEALTH|PHARMACY|20.0575878|39.4213447||||||||+302662024714||||||||||POINT(20.0575878 39.4213447)
N2014441709|Φαρμακείο Σταματάκος Αλέξανδρος|HEALTH|PHARMACY|20.0774533|39.4215498||||||||+30 26620 22649||||||||||POINT(20.0774533 39.4215498)
N2015895208|Mersedes|FOOD|CAFE|20.0634772|39.4234175||||||||||||||||||POINT(20.0634772 39.4234175)
N2015895236|Μαρινόπουλος|SHOP|SUPERMARKET|20.0514876|39.4223325||||||||||||||||||POINT(20.0514876 39.4223325)
N2036518482|Sunrock|ACCOMMODATION|HOSTEL|19.8217177|39.5817622||||||||||||||||||POINT(19.8217177 39.5817622)
N2036518539|Πελεκας|TRANSPORT|BUSSTOP|19.8232198|39.588038||||||||||||||||||POINT(19.8232198 39.588038)
N2081390504|Φαρμακείο Βασίλειος Δημήτριος Βαρελής|HEALTH|PHARMACY|20.0474862|39.4209987||||||||+30 26620 24143||||||||||POINT(20.0474862 39.4209987)
N2081390643|5ο Δημοτικό Σχολείο Βιταλάδων|EDUCATION|SCHOOL|20.02439|39.4125663||||||||+30 26620 23600||||||||||POINT(20.02439 39.4125663)
N2100621337|Albatros|FOOD|CAFE|20.0668027|39.3896803||||||||||||||||||POINT(20.0668027 39.3896803)
N2100621338|Μπαστάτικα|POI|HAMLET|20.0711761|39.3931834||||||||||||||||||POINT(20.0711761 39.3931834)
N2100621339|Το Κουτούκι|FOOD|CAFE|20.0671181|39.3902931||||||||||||||||||POINT(20.0671181 39.3902931)
N2100621340|Φαρμακείο Νικόλαος Α. Κουρής|HEALTH|PHARMACY|20.0702244|39.3930197||||||||+30 26620 24900||||||||||POINT(20.0702244 39.3930197)
N2100621341|Το Πέρασμα|FOOD|CAFE|20.0706708|39.3931244||||||||||||||||||POINT(20.0706708 39.3931244)
N2100621485|4ο Δημοτικό Σχολείο Λευκίμμης|EDUCATION|SCHOOL|20.066492|39.3978529||||||||+30 26620 23442||||||||||POINT(20.066492 39.3978529)
N2102266865|Taverna Kouloura|FOOD|RESTAURANT|19.9403382|39.7441729||||||||||||||||||POINT(19.9403382 39.7441729)
N2104589092|Ι.Ν. Αγίου Δονάτου|POW|CHRISTIAN|20.0358817|39.4006247||||||||||||||||||POINT(20.0358817 39.4006247)
N2111969806|Οπτικά Μάστορας Χρήστος|SHOP|DEPARTMENTSTORE|20.0726357|39.4232378||||||||+30 26620 25252||||||||||POINT(20.0726357 39.4232378)
